area_ae,cell_dice,checkpoint_rule,circularity_ae,cytoplasm_dice,diagnostic_class,fallback_to_raw,foreground_dice,gt_circularity,gt_nc,gt_nucleus_area,gt_perimeter,invalid_circularity,invalid_nc,invalid_prediction,model,native_height,native_width,nc_ae,nucleus_dice,parent_source_id,perimeter_ae,pred_circularity,pred_nc,pred_nucleus_area,pred_perimeter,processing,sample_id,seed
927,0.1599786695107319,best_val_dice,0.4485553895795902,0.10785824345146379,Dyskeratotic,False,0.09547214843196335,0.8580294277381931,0.20280452071996652,969,115.9827550649643,False,False,False,baseline,112,109,0.1782718104395927,0.0830860534124629,Dyskeratotic__001,86.66904675960541,0.40947403815860295,0.02453271028037383,42,29.313708305358887,raw,Dyskeratotic__001_01,20260803
188,0.5182907432933941,best_val_dice,0.022175223433497537,0.38458534045046217,Dyskeratotic,False,0.6385783845109454,0.8580294277381931,0.20280452071996652,969,115.9827550649643,False,False,False,baseline,112,109,0.0662275151050421,0.8925714285714286,Dyskeratotic__001,10.97056269645691,0.8358542043046956,0.2690320358250086,781,105.01219236850739,raw,Dyskeratotic__001_01,20260804
113,0.691574083177662,best_val_dice,0.011690738929261646,0.6110711718188354,Dyskeratotic,False,0.7745766817998287,0.8580294277381931,0.20280452071996652,969,115.9827550649643,False,False,False,baseline,112,109,0.03710579318137877,0.938082191780822,Dyskeratotic__001,6.4852811098098755,0.8463386888089315,0.2399103139013453,856,109.49747395515442,raw,Dyskeratotic__001_01,20260805
412,0.5684511063526053,best_val_dice,0.02482856486244278,0.3027953478881861,Dyskeratotic,False,0.5534889286969448,0.7510996723300026,0.4704562453253553,1258,141.39696848392487,False,False,False,baseline,102,86,0.09057299431502752,0.8041825095057035,Dyskeratotic__001,28.14213538169861,0.7759282371924454,0.37988325101032777,846,113.25483310222626,raw,Dyskeratotic__001_02,20260803
229,0.7515302935665209,best_val_dice,0.051002461429276225,0.6117523609653726,Dyskeratotic,False,0.7553733383313963,0.7510996723300026,0.4704562453253553,1258,141.39696848392487,False,False,False,baseline,102,86,0.1324141953910583,0.8989943156974202,Dyskeratotic__001,17.899494647979736,0.8021021337592789,0.338042049934297,1029,123.49747383594513,raw,Dyskeratotic__001_02,20260804
170,0.7762326169405815,best_val_dice,0.08289220412528542,0.6640440597954367,Dyskeratotic,False,0.7919538287041974,0.7510996723300026,0.4704562453253553,1258,141.39696848392487,False,False,False,baseline,102,86,0.17488438985129934,0.9198635976129582,Dyskeratotic__001,16.727921962738037,0.833991876455288,0.29557185547405596,1088,124.66904652118683,raw,Dyskeratotic__001_02,20260805
1055,0.405788876276958,best_val_dice,0.27927039035254353,0.31582596637198823,Dyskeratotic,False,0.2454813960085117,0.7894598914995281,0.3596302003081664,1167,132.95331740379333,False,False,False,baseline,102,107,0.31525619079945005,0.1751368256450352,Dyskeratotic__001,85.740114569664,0.5101895011469846,0.044374009508716325,112,47.21320283412933,raw,Dyskeratotic__001_03,20260803
313,0.6902185444515171,best_val_dice,0.008492632152634738,0.5634031060094531,Dyskeratotic,False,0.7042646405851323,0.7894598914995281,0.3596302003081664,1167,132.95331740379333,False,False,False,baseline,102,107,0.15434173876970486,0.8451261751608115,Dyskeratotic__001,19.071067333221436,0.7809672593468934,0.20528846153846153,854,113.8822500705719,raw,Dyskeratotic__001_03,20260804
219,0.7997094229970942,best_val_dice,0.013183282668378982,0.7142667198510836,Dyskeratotic,False,0.8053603102801516,0.7894598914995281,0.3596302003081664,1167,132.95331740379333,False,False,False,baseline,102,107,0.13792767458318977,0.8964539007092198,Dyskeratotic__001,12.485281705856323,0.7762766088311491,0.22170252572497662,948,120.46803569793701,raw,Dyskeratotic__001_03,20260805
282,0.5973690998194481,best_val_dice,0.020835463844279145,0.4789554531490015,Dyskeratotic,False,0.6261336751275555,0.8154795809437676,0.22052023121387282,763,105.29646360874176,False,False,False,baseline,91,101,0.06281531318108594,0.7733118971061094,Dyskeratotic__001,21.455844163894653,0.7946441170994885,0.15770491803278688,481,83.8406194448471,raw,Dyskeratotic__001_04,20260803
