area_ae,cell_dice,checkpoint_rule,circularity_ae,cytoplasm_dice,diagnostic_class,fallback_to_raw,foreground_dice,gt_circularity,gt_nc,gt_nucleus_area,gt_perimeter,invalid_circularity,invalid_nc,invalid_prediction,model,native_height,native_width,nc_ae,nucleus_dice,parent_source_id,perimeter_ae,pred_circularity,pred_nc,pred_nucleus_area,pred_perimeter,processing,sample_id,seed
927,0.1599786695107319,best_val_dice,0.4485553895795902,0.10785824345146379,Dyskeratotic,False,0.09547214843196335,0.8580294277381931,0.20280452071996652,969,115.9827550649643,False,False,False,baseline,112,109,0.1782718104395927,0.0830860534124629,Dyskeratotic__001,86.66904675960541,0.40947403815860295,0.02453271028037383,42,29.313708305358887,closing,Dyskeratotic__001_01,20260803
927,0.1599786695107319,best_val_dice,0.4485553895795902,0.10785824345146379,Dyskeratotic,False,0.09547214843196335,0.8580294277381931,0.20280452071996652,969,115.9827550649643,False,False,False,baseline,112,109,0.1782718104395927,0.0830860534124629,Dyskeratotic__001,86.66904675960541,0.40947403815860295,0.02453271028037383,42,29.313708305358887,dual_matched_null,Dyskeratotic__001_01,20260803
927,0.1599786695107319,best_val_dice,0.4485553895795902,0.10785824345146379,Dyskeratotic,False,0.09547214843196335,0.8580294277381931,0.20280452071996652,969,115.9827550649643,False,False,False,baseline,112,109,0.1782718104395927,0.0830860534124629,Dyskeratotic__001,86.66904675960541,0.40947403815860295,0.02453271028037383,42,29.313708305358887,raw,Dyskeratotic__001_01,20260803
188,0.5182907432933941,best_val_dice,0.022175223433497537,0.38458534045046217,Dyskeratotic,False,0.6385783845109454,0.8580294277381931,0.20280452071996652,969,115.9827550649643,False,False,False,baseline,112,109,0.0662275151050421,0.8925714285714286,Dyskeratotic__001,10.97056269645691,0.8358542043046956,0.2690320358250086,781,105.01219236850739,closing,Dyskeratotic__001_01,20260804
188,0.5182907432933941,best_val_dice,0.022175223433497537,0.38458534045046217,Dyskeratotic,False,0.6385783845109454,0.8580294277381931,0.20280452071996652,969,115.9827550649643,False,False,False,baseline,112,109,0.0662275151050421,0.8925714285714286,Dyskeratotic__001,10.97056269645691,0.8358542043046956,0.2690320358250086,781,105.01219236850739,dual_matched_null,Dyskeratotic__001_01,20260804
188,0.5182907432933941,best_val_dice,0.022175223433497537,0.38458534045046217,Dyskeratotic,False,0.6385783845109454,0.8580294277381931,0.20280452071996652,969,115.9827550649643,False,False,False,baseline,112,109,0.0662275151050421,0.8925714285714286,Dyskeratotic__001,10.97056269645691,0.8358542043046956,0.2690320358250086,781,105.01219236850739,raw,Dyskeratotic__001_01,20260804
113,0.691574083177662,best_val_dice,0.011690738929261646,0.6110711718188354,Dyskeratotic,False,0.7745766817998287,0.8580294277381931,0.20280452071996652,969,115.9827550649643,False,False,False,baseline,112,109,0.03710579318137877,0.938082191780822,Dyskeratotic__001,6.4852811098098755,0.8463386888089315,0.2399103139013453,856,109.49747395515442,closing,Dyskeratotic__001_01,20260805
113,0.691574083177662,best_val_dice,0.011690738929261646,0.6110711718188354,Dyskeratotic,False,0.7745766817998287,0.8580294277381931,0.20280452071996652,969,115.9827550649643,False,False,False,baseline,112,109,0.03710579318137877,0.938082191780822,Dyskeratotic__001,6.4852811098098755,0.8463386888089315,0.2399103139013453,856,109.49747395515442,dual_matched_null,Dyskeratotic__001_01,20260805
113,0.691574083177662,best_val_dice,0.011690738929261646,0.6110711718188354,Dyskeratotic,False,0.7745766817998287,0.8580294277381931,0.20280452071996652,969,115.9827550649643,False,False,False,baseline,112,109,0.03710579318137877,0.938082191780822,Dyskeratotic__001,6.4852811098098755,0.8463386888089315,0.2399103139013453,856,109.49747395515442,raw,Dyskeratotic__001_01,20260805
412,0.5684511063526053,best_val_dice,0.02482856486244278,0.3027953478881861,Dyskeratotic,False,0.5534889286969448,0.7510996723300026,0.4704562453253553,1258,141.39696848392487,False,False,False,baseline,102,86,0.09057299431502752,0.8041825095057035,Dyskeratotic__001,28.14213538169861,0.7759282371924454,0.37988325101032777,846,113.25483310222626,closing,Dyskeratotic__001_02,20260803
412,0.5684511063526053,best_val_dice,0.02482856486244278,0.3027953478881861,Dyskeratotic,False,0.5534889286969448,0.7510996723300026,0.4704562453253553,1258,141.39696848392487,False,False,False,baseline,102,86,0.09057299431502752,0.8041825095057035,Dyskeratotic__001,28.14213538169861,0.7759282371924454,0.37988325101032777,846,113.25483310222626,dual_matched_null,Dyskeratotic__001_02,20260803
412,0.5684511063526053,best_val_dice,0.02482856486244278,0.3027953478881861,Dyskeratotic,False,0.5534889286969448,0.7510996723300026,0.4704562453253553,1258,141.39696848392487,False,False,False,baseline,102,86,0.09057299431502752,0.8041825095057035,Dyskeratotic__001,28.14213538169861,0.7759282371924454,0.37988325101032777,846,113.25483310222626,raw,Dyskeratotic__001_02,20260803
228,0.7515302935665209,best_val_dice,0.059913892164369154,0.6118593668007697,Dyskeratotic,False,0.7556674456381471,0.7510996723300026,0.4704562453253553,1258,141.39696848392487,False,False,False,baseline,102,86,0.13197448390570365,0.8994755244755245,Dyskeratotic__001,18.485281109809875,0.8110135644943718,0.33848176141965164,1030,122.91168737411499,closing,Dyskeratotic__001_02,20260804
228,0.7515302935665209,best_val_dice,0.06157751288535218,0.6118593668007697,Dyskeratotic,False,0.7556674456381471,0.7510996723300026,0.4704562453253553,1258,141.39696848392487,False,False,False,baseline,102,86,0.13197448390570365,0.8994755244755245,Dyskeratotic__001,18.485281348228455,0.8126771852153548,0.33848176141965164,1030,122.91168713569641,dual_matched_null,Dyskeratotic__001_02,20260804
229,0.7515302935665209,best_val_dice,0.051002461429276225,0.6117523609653726,Dyskeratotic,False,0.7553733383313963,0.7510996723300026,0.4704562453253553,1258,141.39696848392487,False,False,False,baseline,102,86,0.1324141953910583,0.8989943156974202,Dyskeratotic__001,17.899494647979736,0.8021021337592789,0.338042049934297,1029,123.49747383594513,raw,Dyskeratotic__001_02,20260804
169,0.7762326169405815,best_val_dice,0.0920094630413415,0.6641485678312874,Dyskeratotic,False,0.7922361927354136,0.7510996723300026,0.4704562453253553,1258,141.39696848392487,False,False,False,baseline,102,86,0.17453233228187703,0.9203238176395399,Dyskeratotic__001,17.313708424568176,0.8431091353713441,0.29592391304347826,1089,124.08326005935669,closing,Dyskeratotic__001_02,20260805
169,0.7762326169405815,best_val_dice,0.09200946628130924,0.6644633301857098,Dyskeratotic,False,0.7928196497541247,0.7510996723300026,0.4704562453253553,1258,141.39696848392487,False,False,False,baseline,102,86,0.17453233228187703,0.9211759693225394,Dyskeratotic__001,17.313708662986755,0.8431091386113119,0.29592391304347826,1089,124.08325982093811,dual_matched_null,Dyskeratotic__001_02,20260805
170,0.7762326169405815,best_val_dice,0.08289220412528542,0.6640440597954367,Dyskeratotic,False,0.7919538287041974,0.7510996723300026,0.4704562453253553,1258,141.39696848392487,False,False,False,baseline,102,86,0.17488438985129934,0.9198635976129582,Dyskeratotic__001,16.727921962738037,0.833991876455288,0.29557185547405596,1088,124.66904652118683,raw,Dyskeratotic__001_02,20260805
1055,0.405788876276958,best_val_dice,0.27927039035254353,0.31582596637198823,Dyskeratotic,False,0.2454813960085117,0.7894598914995281,0.3596302003081664,1167,132.95331740379333,False,False,False,baseline,102,107,0.31525619079945005,0.1751368256450352,Dyskeratotic__001,85.740114569664,0.5101895011469846,0.044374009508716325,112,47.21320283412933,closing,Dyskeratotic__001_03,20260803
1055,0.405788876276958,best_val_dice,0.27927039035254353,0.31582596637198823,Dyskeratotic,False,0.2454813960085117,0.7894598914995281,0.3596302003081664,1167,132.95331740379333,False,False,False,baseline,102,107,0.31525619079945005,0.1751368256450352,Dyskeratotic__001,85.740114569664,0.5101895011469846,0.044374009508716325,112,47.21320283412933,dual_matched_null,Dyskeratotic__001_03,20260803
1055,0.405788876276958,best_val_dice,0.27927039035254353,0.31582596637198823,Dyskeratotic,False,0.2454813960085117,0.7894598914995281,0.3596302003081664,1167,132.95331740379333,False,False,False,baseline,102,107,0.31525619079945005,0.1751368256450352,Dyskeratotic__001,85.740114569664,0.5101895011469846,0.044374009508716325,112,47.21320283412933,raw,Dyskeratotic__001_03,20260803
311,0.6902185444515171,best_val_dice,0.01079487156273562,0.5635553154126706,Dyskeratotic,False,0.7049116171724747,0.7894598914995281,0.3596302003081664,1167,132.95331740379333,False,False,False,baseline,102,107,0.15376199443996053,0.8462679189322788,Dyskeratotic__001,20.242640256881714,0.8002547630622637,0.20586820586820587,856,112.71067714691162,closing,Dyskeratotic__001_03,20260804
311,0.6902185444515171,best_val_dice,0.012773261875769992,0.5635553154126706,Dyskeratotic,False,0.7049116171724747,0.7894598914995281,0.3596302003081664,1167,132.95331740379333,False,False,False,baseline,102,107,0.15376199443996053,0.8462679189322788,Dyskeratotic__001,20.24264097213745,0.8022331533752981,0.20586820586820587,856,112.71067643165588,dual_matched_null,Dyskeratotic__001_03,20260804
313,0.6902185444515171,best_val_dice,0.008492632152634738,0.5634031060094531,Dyskeratotic,False,0.7042646405851323,0.7894598914995281,0.3596302003081664,1167,132.95331740379333,False,False,False,baseline,102,107,0.15434173876970486,0.8451261751608115,Dyskeratotic__001,19.071067333221436,0.7809672593468934,0.20528846153846153,854,113.8822500705719,raw,Dyskeratotic__001_03,20260804
217,0.7997094229970942,best_val_dice,0.0047876848825534335,0.7144567096688389,Dyskeratotic,False,0.8059765834598327,0.7894598914995281,0.3596302003081664,1167,132.95331740379333,False,False,False,baseline,102,107,0.13735598411724453,0.8974964572508266,Dyskeratotic__001,13.656854629516602,0.7942475763820815,0.22227421619092186,950,119.29646277427673,closing,Dyskeratotic__001_03,20260805
217,0.7997094229970942,best_val_dice,0.004787688057222295,0.7144567096688389,Dyskeratotic,False,0.8059765834598327,0.7894598914995281,0.3596302003081664,1167,132.95331740379333,False,False,False,baseline,102,107,0.13735598411724453,0.8974964572508266,Dyskeratotic__001,13.65685486793518,0.7942475795567504,0.22227421619092186,950,119.29646253585815,dual_matched_null,Dyskeratotic__001_03,20260805
219,0.7997094229970942,best_val_dice,0.013183282668378982,0.7142667198510836,Dyskeratotic,False,0.8053603102801516,0.7894598914995281,0.3596302003081664,1167,132.95331740379333,False,False,False,baseline,102,107,0.13792767458318977,0.8964539007092198,Dyskeratotic__001,12.485281705856323,0.7762766088311491,0.22170252572497662,948,120.46803569793701,raw,Dyskeratotic__001_03,20260805
281,0.5973690998194481,best_val_dice,0.006894330713320351,0.4790290367183899,Dyskeratotic,False,0.626663112736705,0.8154795809437676,0.22052023121387282,763,105.29646360874176,False,False,False,baseline,91,101,0.06243561330636216,0.7742971887550201,Dyskeratotic__001,22.041630625724792,0.8085852502304472,0.15808461790751066,482,83.25483298301697,closing,Dyskeratotic__001_04,20260803
281,0.5973690998194481,best_val_dice,0.005081356979493634,0.4790290367183899,Dyskeratotic,False,0.626663112736705,0.8154795809437676,0.22052023121387282,763,105.29646360874176,False,False,False,baseline,91,101,0.06243561330636216,0.7742971887550201,Dyskeratotic__001,22.041630744934082,0.810398223964274,0.15808461790751066,482,83.25483286380768,dual_matched_null,Dyskeratotic__001_04,20260803
282,0.5973690998194481,best_val_dice,0.020835463844279145,0.4789554531490015,Dyskeratotic,False,0.6261336751275555,0.8154795809437676,0.22052023121387282,763,105.29646360874176,False,False,False,baseline,91,101,0.06281531318108594,0.7733118971061094,Dyskeratotic__001,21.455844163894653,0.7946441170994885,0.15770491803278688,481,83.8406194448471,raw,Dyskeratotic__001_04,20260803
151,0.8189976807502268,best_val_dice,0.01717562650575377,0.770779676890658,Dyskeratotic,False,0.8261171111726018,0.8154795809437676,0.22052023121387282,763,105.29646360874176,False,False,False,baseline,91,101,0.10009520169793422,0.8814545454545455,Dyskeratotic__001,12.384776711463928,0.8326552074495214,0.1204250295159386,612,92.91168689727783,closing,Dyskeratotic__001_04,20260804
151,0.8189976807502268,best_val_dice,0.01863131956826125,0.7705455396862562,Dyskeratotic,False,0.8252727698431281,0.8154795809437676,0.22052023121387282,763,105.29646360874176,False,False,False,baseline,91,101,0.10009520169793422,0.88,Dyskeratotic__001,12.384776830673218,0.8341109005120289,0.1204250295159386,612,92.91168677806854,dual_matched_null,Dyskeratotic__001_04,20260804
156,0.8189976807502268,best_val_dice,0.04319994148416362,0.7705627705627706,Dyskeratotic,False,0.8246974436755459,0.8154795809437676,0.22052023121387282,763,105.29646360874176,False,False,False,baseline,91,101,0.10119646475033832,0.8788321167883212,Dyskeratotic__001,9.455844044685364,0.772279639459604,0.1193237664635345,607,95.8406195640564,raw,Dyskeratotic__001_04,20260804
59,0.8472264018457217,best_val_dice,0.019491815244416233,0.8075746883086332,Dyskeratotic,False,0.8652733700575204,0.8154795809437676,0.22052023121387282,763,105.29646360874176,False,False,False,baseline,91,101,0.08089309912343251,0.9229720518064076,Dyskeratotic__001,5.556349039077759,0.8349713961881838,0.1396271320904403,704,99.740114569664,closing,Dyskeratotic__001_04,20260805
59,0.8472264018457217,best_val_dice,0.019491817240330223,0.8075746883086332,Dyskeratotic,False,0.8652733700575204,0.8154795809437676,0.22052023121387282,763,105.29646360874176,False,False,False,baseline,91,101,0.08089309912343251,0.9229720518064076,Dyskeratotic__001,5.556349158287048,0.8349713981840978,0.1396271320904403,704,99.74011445045471,dual_matched_null,Dyskeratotic__001_04,20260805
61,0.8472264018457217,best_val_dice,0.0034855750914707384,0.8073847601128881,Dyskeratotic,False,0.8644432332987648,0.8154795809437676,0.22052023121387282,763,105.29646360874176,False,False,False,baseline,91,101,0.08134497348191405,0.9215017064846417,Dyskeratotic__001,4.384776473045349,0.8119940058522969,0.13917525773195877,702,100.91168713569641,raw,Dyskeratotic__001_04,20260805
76,0.7138907175773536,best_val_dice,0.029364374917032143,0.643045843045843,Dyskeratotic,False,0.7672125766953353,0.7943747167170447,0.1993548387096774,618,95.49747335910797,False,False,False,baseline,82,101,0.03683609807999225,0.8913793103448275,Dyskeratotic__001,7.899494409561157,0.8237390916340769,0.16251874062968516,542,87.59797894954681,closing,Dyskeratotic__001_05,20260803
76,0.7138907175773536,best_val_dice,0.02936437267503189,0.6433566433566433,Dyskeratotic,False,0.7682300458162528,0.7943747167170447,0.1993548387096774,618,95.49747335910797,False,False,False,baseline,82,101,0.03683609807999225,0.8931034482758621,Dyskeratotic__001,7.899494290351868,0.8237390893920766,0.16251874062968516,542,87.5979790687561,dual_matched_null,Dyskeratotic__001_05,20260803
77,0.7138907175773536,best_val_dice,0.016032914722299396,0.6432566811684276,Dyskeratotic,False,0.7677025424824019,0.7943747167170447,0.1993548387096774,618,95.49747335910797,False,False,False,baseline,82,101,0.03718457492070859,0.8921484037963762,Dyskeratotic__001,7.3137078285217285,0.8104076314393441,0.16217026378896882,541,88.18376553058624,raw,Dyskeratotic__001_05,20260803
